"","ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position"
"14288","ENSG00000150764","DIXDC1","DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]","protein_coding","11",111927144
"14289","ENSG00000150768","DLAT","dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896]","protein_coding","11",112025408
"14290","ENSG00000150776","NKAPD1","NKAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25569]","protein_coding","11",112074086
"14291","ENSG00000150779","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B [Source:HGNC Symbol;Acc:HGNC:11818]","protein_coding","11",112084800
"14292","ENSG00000204370","SDHD","succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]","protein_coding","11",112086824
"14293","ENSG00000150782","IL18","interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]","protein_coding","11",112143253
"14294","ENSG00000254638","AP002884.1","novel transcript","lncRNA","11",112165197
"14295","ENSG00000150783","TEX12","testis expressed 12 [Source:HGNC Symbol;Acc:HGNC:11734]","protein_coding","11",112167372
"14296","ENSG00000197580","BCO2","beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]","protein_coding","11",112175510
"14297","ENSG00000150787","PTS","6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]","protein_coding","11",112226367
"14298","ENSG00000247416","AP000802.1","novel transcript, antisense to NCAM1","lncRNA","11",112959279
"14299","ENSG00000149294","NCAM1","neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]","protein_coding","11",112961247
"14300","ENSG00000149292","TTC12","tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]","protein_coding","11",113314579
"14301","ENSG00000170209","ANKK1","ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]","protein_coding","11",113387779
"14302","ENSG00000166682","TMPRSS5","transmembrane serine protease 5 [Source:HGNC Symbol;Acc:HGNC:14908]","protein_coding","11",113687547
"14303","ENSG00000086827","ZW10","zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]","protein_coding","11",113733187
"14304","ENSG00000256603","AP003170.4","novel transcript","lncRNA","11",113770393
"14305","ENSG00000048028","USP28","ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]","protein_coding","11",113797874
"14306","ENSG00000166736","HTR3A","5-hydroxytryptamine receptor 3A [Source:HGNC Symbol;Acc:HGNC:5297]","protein_coding","11",113974881
"14307","ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]","protein_coding","11",114059711
"14308","ENSG00000180425","C11orf71","chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]","protein_coding","11",114391443
"14309","ENSG00000076053","RBM7","RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]","protein_coding","11",114400030
"14310","ENSG00000255663","AP002373.1","novel transcript, RBM7-REXO2 readthrough","protein_coding","11",114400682
"14311","ENSG00000076043","REXO2","RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]","protein_coding","11",114439435
"14312","ENSG00000182985","CADM1","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]","protein_coding","11",115169218
"14313","ENSG00000246100","LINC00900","long intergenic non-protein coding RNA 900 [Source:HGNC Symbol;Acc:HGNC:27444]","lncRNA","11",115753889
"14314","ENSG00000137656","BUD13","BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]","protein_coding","11",116748170
"14315","ENSG00000109917","ZPR1","ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]","protein_coding","11",116773799
"14316","ENSG00000118137","APOA1","apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]","protein_coding","11",116835751
"14317","ENSG00000160584","SIK3","SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]","protein_coding","11",116843402
"14318","ENSG00000168092","PAFAH1B2","platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]","protein_coding","11",117144284
"14319","ENSG00000149577","SIDT2","SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]","protein_coding","11",117178736
"14320","ENSG00000149591","TAGLN","transgelin [Source:HGNC Symbol;Acc:HGNC:11553]","protein_coding","11",117199370
"14321","ENSG00000160613","PCSK7","proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:HGNC:8748]","protein_coding","11",117204337
"14322","ENSG00000167257","RNF214","ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]","protein_coding","11",117232625
"14323","ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]","protein_coding","11",117285207
"14324","ENSG00000278768","BACE1-AS","BACE1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:37125]","lncRNA","11",117288453
"14325","ENSG00000110274","CEP164","centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]","protein_coding","11",117314557
"14326","ENSG00000137731","FXYD2","FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]","protein_coding","11",117800844
"14327","ENSG00000254528","AP000757.1","novel transcript, antisense to FXYD6","lncRNA","11",117833719
"14328","ENSG00000137726","FXYD6","FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]","protein_coding","11",117836976
"14329","ENSG00000137747","TMPRSS13","transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]","protein_coding","11",117900641
"14330","ENSG00000110324","IL10RA","interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]","protein_coding","11",117986370
"14331","ENSG00000255274","SMIM35","small integral membrane protein 35 [Source:HGNC Symbol;Acc:HGNC:44179]","protein_coding","11",118003634
"14332","ENSG00000177098","SCN4B","sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]","protein_coding","11",118133377
"14333","ENSG00000160593","JAML","junction adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:19084]","protein_coding","11",118193725
"14334","ENSG00000160588","MPZL3","myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]","protein_coding","11",118226690
"14335","ENSG00000149573","MPZL2","myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]","protein_coding","11",118253416
"14336","ENSG00000198851","CD3E","CD3e molecule [Source:HGNC Symbol;Acc:HGNC:1674]","protein_coding","11",118304730
"14337","ENSG00000167286","CD3D","CD3d molecule [Source:HGNC Symbol;Acc:HGNC:1673]","protein_coding","11",118339075
"14338","ENSG00000160654","CD3G","CD3g molecule [Source:HGNC Symbol;Acc:HGNC:1675]","protein_coding","11",118344344
"14339","ENSG00000110344","UBE4A","ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]","protein_coding","11",118359600
"14340","ENSG00000254873","AP001267.1","novel transcript, antisense to ATP5L and UBE4A","lncRNA","11",118397095
"14341","ENSG00000167283","ATP5MG","ATP synthase membrane subunit g [Source:HGNC Symbol;Acc:HGNC:14247]","protein_coding","11",118401606
"14342","ENSG00000255384","AP001267.2","novel transcript","lncRNA","11",118433121
"14343","ENSG00000118058","KMT2A","lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]","protein_coding","11",118436490
"14344","ENSG00000255435","AP001267.3","novel transcript, antisense to MLL and TTC36","lncRNA","11",118510273
"14345","ENSG00000149582","TMEM25","transmembrane protein 25 [Source:HGNC Symbol;Acc:HGNC:25890]","protein_coding","11",118531041
"14346","ENSG00000118096","IFT46","intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146]","protein_coding","11",118544528
"14347","ENSG00000095139","ARCN1","archain 1 [Source:HGNC Symbol;Acc:HGNC:649]","protein_coding","11",118572390
"14348","ENSG00000019144","PHLDB1","pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]","protein_coding","11",118606440
"14349","ENSG00000255422","AP002954.1","novel transcript","lncRNA","11",118700427
"14350","ENSG00000110367","DDX6","DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]","protein_coding","11",118747763
"14351","ENSG00000278376","AP004609.3","novel transcript","lncRNA","11",118791254
"14352","ENSG00000160683","CXCR5","C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]","protein_coding","11",118883892
"14353","ENSG00000245869","AP004609.1","novel transcript, antisense to CXCR5","lncRNA","11",118885841
"14354","ENSG00000186174","BCL9L","BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688]","protein_coding","11",118893875
"14355","ENSG00000110375","UPK2","uroplakin 2 [Source:HGNC Symbol;Acc:HGNC:12579]","protein_coding","11",118925164
"14356","ENSG00000254428","AP003392.1","novel transcript, antisense to CCDC84","lncRNA","11",119003742
"14357","ENSG00000118181","RPS25","ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]","protein_coding","11",119015712
"14358","ENSG00000196655","TRAPPC4","trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:HGNC:19943]","protein_coding","11",119018763
"14359","ENSG00000137700","SLC37A4","solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]","protein_coding","11",119024114
"14360","ENSG00000149428","HYOU1","hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]","protein_coding","11",119044188
"14361","ENSG00000271751","AP003392.4","novel transcript","lncRNA","11",119065263
"14362","ENSG00000272186","AP003392.5","novel transcript, antisense to VPS11","lncRNA","11",119067374
"14363","ENSG00000160695","VPS11","VPS11 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14583]","protein_coding","11",119067818
"14364","ENSG00000256269","HMBS","hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]","protein_coding","11",119084866
"14365","ENSG00000172269","DPAGT1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]","protein_coding","11",119096503
"14366","ENSG00000172375","C2CD2L","C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]","protein_coding","11",119102198
"14367","ENSG00000172273","HINFP","histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]","protein_coding","11",119121580
"14368","ENSG00000160703","NLRX1","NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]","protein_coding","11",119166568
"14369","ENSG00000172367","PDZD3","PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19891]","protein_coding","11",119185457
"14370","ENSG00000248712","CCDC153","coiled-coil domain containing 153 [Source:HGNC Symbol;Acc:HGNC:27446]","protein_coding","11",119189638
"14371","ENSG00000110395","CBL","Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]","protein_coding","11",119206298
"14372","ENSG00000076706","MCAM","melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]","protein_coding","11",119308529
"14373","ENSG00000173456","RNF26","ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]","protein_coding","11",119334527
"14374","ENSG00000036672","USP2","ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]","protein_coding","11",119355215
"14375","ENSG00000254561","AP003393.1","novel transcript, antisense to PVRL1","lncRNA","11",119608423
"14376","ENSG00000110400","NECTIN1","nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]","protein_coding","11",119623408
"14377","ENSG00000184232","OAF","out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]","protein_coding","11",120211032
"14378","ENSG00000196914","ARHGEF12","Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]","protein_coding","11",120336413
"14379","ENSG00000149403","GRIK4","glutamate ionotropic receptor kainate type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4582]","protein_coding","11",120511746
"14380","ENSG00000250493","AP004147.1","novel transcript, antisense to GRIK4","lncRNA","11",120867933
"14381","ENSG00000154114","TBCEL","tubulin folding cofactor E like [Source:HGNC Symbol;Acc:HGNC:28115]","protein_coding","11",121024072
"14382","ENSG00000109927","TECTA","tectorin alpha [Source:HGNC Symbol;Acc:HGNC:11720]","protein_coding","11",121101243
"14383","ENSG00000109929","SC5D","sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]","protein_coding","11",121292681
"14384","ENSG00000246790","AP000977.1","novel transcript, antisense to SORL1","lncRNA","11",121447331
"14385","ENSG00000137642","SORL1","sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]","protein_coding","11",121452314
"14386","ENSG00000154127","UBASH3B","ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884]","protein_coding","11",122655722
"14387","ENSG00000109943","CRTAM","cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:HGNC:24313]","protein_coding","11",122838500
"14388","ENSG00000109944","JHY","junctional cadherin complex regulator [Source:HGNC Symbol;Acc:HGNC:26288]","protein_coding","11",122882683
"14389","ENSG00000109971","HSPA8","heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]","protein_coding","11",123057489
"14390","ENSG00000166250","CLMP","CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]","protein_coding","11",123069872
"14391","ENSG00000023171","GRAMD1B","GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]","protein_coding","11",123358428
"14392","ENSG00000166261","ZNF202","zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]","protein_coding","11",123723914
"14393","ENSG00000110002","VWA5A","von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]","protein_coding","11",124115404
"14394","ENSG00000154144","TBRG1","transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]","protein_coding","11",124622836
"14395","ENSG00000110013","SIAE","sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]","protein_coding","11",124633113
"14396","ENSG00000064199","SPA17","sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]","protein_coding","11",124673844
"14397","ENSG00000154146","NRGN","neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]","protein_coding","11",124739942
"14398","ENSG00000255045","AP000866.5","novel transcript","lncRNA","11",124744634
"14399","ENSG00000019102","VSIG2","V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]","protein_coding","11",124747474
"14400","ENSG00000149564","ESAM","endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]","protein_coding","11",124752583
"14401","ENSG00000250073","AP000866.2","novel transcript, antisense to ESAM","lncRNA","11",124759129
"14402","ENSG00000120458","MSANTD2","Myb/SANT DNA binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26266]","protein_coding","11",124766498
"14403","ENSG00000245498","AP000866.1","novel transcript, antisense to C11orf61","lncRNA","11",124800424
"14404","ENSG00000154134","ROBO3","roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]","protein_coding","11",124865432
"14405","ENSG00000149548","CCDC15","coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]","protein_coding","11",124954121
"14406","ENSG00000134955","SLC37A2","solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]","protein_coding","11",125063302
"14407","ENSG00000150433","TMEM218","transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]","protein_coding","11",125096545
"14408","ENSG00000149557","FEZ1","fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]","protein_coding","11",125442881
"14409","ENSG00000149547","EI24","EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]","protein_coding","11",125569280
"14410","ENSG00000134910","STT3A","STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]","protein_coding","11",125591712
"14411","ENSG00000149554","CHEK1","checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]","protein_coding","11",125625665
"14412","ENSG00000198331","HYLS1","HYLS1 centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]","protein_coding","11",125883614
"14413","ENSG00000110060","PUS3","pseudouridine synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461]","protein_coding","11",125893485
"14414","ENSG00000254790","AP000842.1","novel transcript","lncRNA","11",125940496
"14415","ENSG00000064309","CDON","cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]","protein_coding","11",125955796
"14416","ENSG00000165526","RPUSD4","RNA pseudouridine synthase D4 [Source:HGNC Symbol;Acc:HGNC:25898]","protein_coding","11",126202096
"14417","ENSG00000254694","AP001893.1","novel transcript","lncRNA","11",126208611
"14418","ENSG00000197798","FAM118B","family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]","protein_coding","11",126211724
"14419","ENSG00000182934","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]","protein_coding","11",126262938
"14420","ENSG00000110074","FOXRED1","FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]","protein_coding","11",126269055
"14421","ENSG00000150455","TIRAP","TIR domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192]","protein_coding","11",126283065
"14422","ENSG00000255062","AP001318.2","novel transcript, antisense to DCPS and TIRAP","lncRNA","11",126294298
"14423","ENSG00000110063","DCPS","decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]","protein_coding","11",126304060
"14424","ENSG00000280832","GSEC","G-quadruplex forming sequence containing lncRNA [Source:HGNC Symbol;Acc:HGNC:48645]","lncRNA","11",126340889
"14425","ENSG00000110080","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]","protein_coding","11",126355640
"14426","ENSG00000149571","KIRREL3","kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]","protein_coding","11",126423358
"14427","ENSG00000134954","ETS1","ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]","protein_coding","11",128458761
"14428","ENSG00000151702","FLI1","Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]","protein_coding","11",128686535
"14429","ENSG00000254703","SENCR","smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA [Source:HGNC Symbol;Acc:HGNC:44177]","lncRNA","11",128691672
"14430","ENSG00000120457","KCNJ5","potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]","protein_coding","11",128891356
"14431","ENSG00000174370","C11orf45","chromosome 11 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:28584]","protein_coding","11",128899565
"14432","ENSG00000134909","ARHGAP32","Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]","protein_coding","11",128965060
"14433","ENSG00000043039","BARX2","BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]","protein_coding","11",129375848
"14434","ENSG00000151715","TMEM45B","transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]","protein_coding","11",129815848
"14435","ENSG00000170322","NFRKB","nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]","protein_coding","11",129863636
"14436","ENSG00000170325","PRDM10","PR/SET domain 10 [Source:HGNC Symbol;Acc:HGNC:13995]","protein_coding","11",129899706
"14437","ENSG00000233220","LINC00167","long intergenic non-protein coding RNA 167 [Source:HGNC Symbol;Acc:HGNC:30468]","lncRNA","11",130002938
"14438","ENSG00000084234","APLP2","amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]","protein_coding","11",130068147
"14439","ENSG00000149418","ST14","ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]","protein_coding","11",130159782
"14440","ENSG00000196323","ZBTB44","zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]","protein_coding","11",130226677
"14441","ENSG00000134917","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224]","protein_coding","11",130404923
"14442","ENSG00000254842","LINC02551","long intergenic non-protein coding RNA 2551 [Source:HGNC Symbol;Acc:HGNC:53586]","lncRNA","11",130844191
"14443","ENSG00000120451","SNX19","sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]","protein_coding","11",130866250
"14444","ENSG00000255455","AP003486.1","novel transcript","lncRNA","11",130866254
"14445","ENSG00000080854","IGSF9B","immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]","protein_coding","11",133896438
"14446","ENSG00000254648","AP000911.1","novel transcript","lncRNA","11",134035832
"14447","ENSG00000166086","JAM3","junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]","protein_coding","11",134069071
"14448","ENSG00000151503","NCAPD3","non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]","protein_coding","11",134150113
"14449","ENSG00000151502","VPS26B","VPS26, retromer complex component B [Source:HGNC Symbol;Acc:HGNC:28119]","protein_coding","11",134224671
"14450","ENSG00000151500","THYN1","thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:29560]","protein_coding","11",134248279
"14451","ENSG00000151498","ACAD8","acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]","protein_coding","11",134253548
"14452","ENSG00000166105","GLB1L3","galactosidase beta 1 like 3 [Source:HGNC Symbol;Acc:HGNC:25147]","protein_coding","11",134274245
"14453","ENSG00000149328","GLB1L2","galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129]","protein_coding","11",134331874
"14454","ENSG00000109956","B3GAT1","beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]","protein_coding","11",134378504
"14455","ENSG00000271254","AC240274.1","neuroblastoma breakpoint family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:102724250]","protein_coding","KI270711.1",4612
"14456","ENSG00000278704","BX004987.1","","protein_coding","GL000009.2",56140
"14457","ENSG00000277044","OPRL1","opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]","protein_coding","CHR_HSCHR20_1_CTG3",64097802
"14458","ENSG00000280663","PCMTD2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]","protein_coding","CHR_HSCHR20_1_CTG3",64259386
"14459","ENSG00000275433","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54726054
"14460","ENSG00000273947","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54738538
"14461","ENSG00000273510","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54769838
"14462","ENSG00000276779","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54803599
"14463","ENSG00000278079","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54816470
"14464","ENSG00000273502","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1",54724478
"14465","ENSG00000274696","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding","CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1",54724453
"14466","ENSG00000276218","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1",54738484
"14467","ENSG00000276310","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]","protein_coding","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1",54769748
"14468","ENSG00000277484","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding","CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1",54738471
"14469","ENSG00000277362","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1",54803533
"14470","ENSG00000273775","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","protein_coding","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1",54816442
"14471","ENSG00000274782","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]","protein_coding","CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1",54769765
"14472","ENSG00000275416","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54850500
"14473","ENSG00000274955","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding","CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1",54803541
"14474","ENSG00000275172","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding","CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1",54724485
"14475","ENSG00000278850","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","protein_coding","CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1",54849551
"14476","ENSG00000273738","FCAR","Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]","protein_coding","CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1",54874290
"14477","ENSG00000274786","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding","CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1",54724451
"14478","ENSG00000277355","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding","CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1",54789806
